Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
133,Mark Flekken,NED,GK,Brentford,31,1993,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
134,Phil Foden,ENG,"MF,FW",Manchester City,24,2000,1.0,0,3,1,33.3,2.97,0.99,0.0,0.0,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
135,Wesley Fofana,FRA,DF,Chelsea,23,2000,5.6,0,1,0,0.0,0.18,0.0,0.0,0.0,14.6,0,0,0,0.0,0.0,0.04,0.0,0.0
136,Carlos Forbs,POR,MF,Wolves,20,2004,0.5,0,1,0,0.0,2.05,0.0,0.0,0.0,15.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
137,Ryan Fraser,SCO,FW,Southampton,30,1994,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
138,Niclas Füllkrug,GER,FW,West Ham,31,1993,0.7,0,2,1,50.0,2.73,1.36,0.0,0.0,12.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3
139,Cody Gakpo,NED,FW,Liverpool,25,1999,1.4,0,4,0,0.0,2.9,0.0,0.0,0.0,15.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4
140,Idrissa Gana Gueye,SEN,MF,Everton,35,1989,3.8,0,4,1,25.0,1.06,0.26,0.0,0.0,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
141,Alejandro Garnacho,ARG,FW,Manchester Utd,20,2004,3.6,1,11,3,27.3,3.07,0.84,0.09,0.33,14.4,0,0,0,2.3,2.3,0.21,-1.3,-1.3
142,James Garner,ENG,"DF,MF",Everton,23,2001,1.8,0,1,0,0.0,0.55,0.0,0.0,0.0,26.7,0,0,0,0.0,0.0,0.01,0.0,0.0
143,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2000,4.8,1,11,5,45.5,2.3,1.04,0.09,0.2,16.5,1,0,0,0.7,0.7,0.07,0.3,0.3
144,Billy Gilmour,SCO,MF,Brighton,23,2001,1.1,0,1,0,0.0,0.92,0.0,0.0,0.0,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1
145,João Gomes,BRA,MF,Wolves,23,2001,5.5,0,3,0,0.0,0.55,0.0,0.0,0.0,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
