Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
89,Pedro Chirivella,ESP,MF,Nantes,27.0,1997.0,6,6,525,5.8,0,0.0,1,0.17,1,0.17,0,0.0,0,0,0,0,0.1,0.01,0.1,0.01,0.3,0.05,0.3,0.06,3,48,6,0.17,0.06
90,Joris Chotard,FRA,MF,Montpellier,23.0,2001.0,3,3,219,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.0,0.0,0.1,0.03,1,15,4,0.0,0.03
91,Jonathan Clauss,FRA,"MF,DF",Nice,32.0,1992.0,6,5,448,5.0,1,0.2,2,0.4,3,0.6,1,0.2,0,0,0,0,0.6,0.13,0.6,0.13,1.3,0.26,2.0,0.39,10,15,21,0.6,0.39
92,Marcus Coco,FRA,DF,Nantes,28.0,1996.0,5,3,277,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,1,0.0,0.01,0.0,0.01,0.1,0.02,0.1,0.03,6,13,10,0.0,0.03
93,Derek Cornelius,CAN,DF,Marseille,26.0,1997.0,4,4,343,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,1,0.1,0.01,0.1,0.01,0.0,0.01,0.1,0.02,1,7,0,0.0,0.02
94,Pierre Cornud,FRA,DF,Saint-Étienne,27.0,1996.0,3,3,208,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,2,8,9,0.0,0.1
95,David Costa,POR,MF,Lens,23.0,2001.0,3,1,134,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.38,0.6,0.38,0.1,0.07,0.7,0.45,5,9,4,0.0,0.45
96,Logan Costa,CPV,DF,Toulouse,23.0,2001.0,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1,4,1,0.0,0.5
97,Lasso Coulibaly,GHA,"FW,MF",Auxerre,21.0,2002.0,2,0,38,0.4,1,2.37,0,0.0,1,2.37,1,2.37,0,0,0,0,0.2,0.52,0.2,0.52,0.0,0.0,0.2,0.52,0,0,3,2.37,0.52
98,Soumaïla Coulibaly,FRA,DF,Brest,20.0,2003.0,2,1,107,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0,2,0,0.0,0.02
99,Tanguy Coulibaly,FRA,FW,Montpellier,23.0,2001.0,5,3,284,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,1,0.2,0.08,0.2,0.08,0.4,0.11,0.6,0.19,16,5,23,0.0,0.19
100,Nicolas Cozza,FRA,DF,Nantes,25.0,1999.0,3,1,121,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,3,5,2,0.0,0.03
101,Charlie Cresswell,ENG,DF,Toulouse,22.0,2002.0,5,4,328,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.9,0.24,0.9,0.24,0.5,0.13,1.3,0.37,4,10,1,0.0,0.37
102,Kévin Danois,FRA,"MF,DF",Auxerre,20.0,2004.0,5,2,221,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.13,0.3,0.13,0.2,0.1,0.6,0.23,4,21,7,0.0,0.23
103,Kevin Danso,AUT,DF,Lens,26.0,1998.0,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.02,0.0,0.02,0.0,0.02,0.1,0.04,0,6,0,0.0,0.04
104,Dante,BRA,DF,Nice,40.0,1983.0,6,5,473,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,33,5,0.0,0.0
105,Pape Daouda Diongue,SEN,MF,Strasbourg,0.0,0.0,1,1,45,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.32,0.2,0.32,0.0,0.0,0.2,0.32,2,0,2,0.0,0.32
